time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-12 00:00:00+00:00,17,10,41,6
2021-10-13 00:00:00+00:00,13,6,15,4
2021-10-14 00:00:00+00:00,15,8,28,11
2021-10-15 00:00:00+00:00,15,8,32,8
2021-10-16 00:00:00+00:00,14,7,15,5
2021-10-17 00:00:00+00:00,16,8,22,6
2021-10-18 00:00:00+00:00,14,8,37,9
2021-10-19 00:00:00+00:00,17,8,21,6
2021-10-20 00:00:00+00:00,15,7,36,6
2021-10-21 00:00:00+00:00,12,6,147,16
2021-10-22 00:00:00+00:00,13,7,34,6
2021-10-23 00:00:00+00:00,10,6,25,9
2021-10-24 00:00:00+00:00,8,4,42,9
2021-10-25 00:00:00+00:00,7,3,5,5
