time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-10-04 00:00:00+00:00,14,7,48,10
2021-10-05 00:00:00+00:00,11,5,59,12
2021-10-06 00:00:00+00:00,9,5,23,7
2021-10-07 00:00:00+00:00,15,7,47,11
2021-10-08 00:00:00+00:00,16,8,67,10
2021-10-09 00:00:00+00:00,12,5,30,7
2021-10-10 00:00:00+00:00,13,6,12,7
2021-10-11 00:00:00+00:00,21,9,16,7
2021-10-12 00:00:00+00:00,17,10,41,6
2021-10-13 00:00:00+00:00,13,6,15,4
2021-10-14 00:00:00+00:00,15,8,28,11
2021-10-15 00:00:00+00:00,15,8,32,8
2021-10-16 00:00:00+00:00,14,7,15,5
2021-10-17 00:00:00+00:00,16,8,22,6
