time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-04 00:00:00+00:00,15,6,20,9
2022-03-05 00:00:00+00:00,19,9,36,9
2022-03-06 00:00:00+00:00,18,8,14,10
2022-03-07 00:00:00+00:00,16,7,25,7
2022-03-08 00:00:00+00:00,18,7,107,13
2022-03-09 00:00:00+00:00,35,12,29,9
2022-03-10 00:00:00+00:00,28,11,53,13
2022-03-11 00:00:00+00:00,29,12,31,13
2022-03-12 00:00:00+00:00,27,10,23,7
2022-03-13 00:00:00+00:00,26,10,46,10
2022-03-14 00:00:00+00:00,26,10,39,12
2022-03-15 00:00:00+00:00,24,11,21,13
2022-03-16 00:00:00+00:00,30,12,44,12
2022-03-17 00:00:00+00:00,23,9,62,15
