url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae,22,15
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,13,3
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,6,2
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,6,2
/jgehrcke/covid-19-germany-gae/tree/master,6,2
/jgehrcke/covid-19-germany-gae/tree/master/examples,6,2
/jgehrcke/covid-19-germany-gae/tree/master/lib,5,1
/jgehrcke/covid-19-germany-gae/tree/master/more-data,5,1
/jgehrcke/covid-19-germany-gae/tree/master/geodata,4,1
/jgehrcke/covid-19-germany-gae/tree/master/tools,3,1
