url_path,views_total,views_unique
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-state.csv,25,20
/jgehrcke/covid-19-germany-gae,13,12
/jgehrcke/covid-19-germany-gae/tree/master/.github/workflows,12,1
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-ags.csv,9,3
/jgehrcke/covid-19-germany-gae/blob/master/cases-rki-by-state.csv,8,5
/jgehrcke/covid-19-germany-gae/blob/master/more-data/7di-rki-by-ags.csv,7,3
/jgehrcke/covid-19-germany-gae/tree/master/more-data,5,2
/jgehrcke/covid-19-germany-gae/blob/master/more-data/7di-rl-by-ags.csv,4,3
/jgehrcke/covid-19-germany-gae/releases,4,1
/jgehrcke/covid-19-germany-gae/blob/master/deaths-rki-by-ags.csv,3,2
