time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-29 00:00:00+00:00,2.0,2.0,35,12
2022-04-30 00:00:00+00:00,3.0,2.0,6,3
2022-05-01 00:00:00+00:00,,,78,6
2022-05-02 00:00:00+00:00,,,8,6
2022-05-03 00:00:00+00:00,,,19,12
2022-05-04 00:00:00+00:00,2.0,1.0,12,11
2022-05-05 00:00:00+00:00,5.0,3.0,20,11
2022-05-06 00:00:00+00:00,,,10,6
2022-05-07 00:00:00+00:00,,,45,10
2022-05-08 00:00:00+00:00,,,10,6
2022-05-09 00:00:00+00:00,,,33,8
2022-05-10 00:00:00+00:00,,,23,13
2022-05-11 00:00:00+00:00,,,31,13
2022-05-12 00:00:00+00:00,1.0,1.0,10,9
