time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-09-25 00:00:00+00:00,,,4,2
2021-09-26 00:00:00+00:00,,,4,2
2021-09-27 00:00:00+00:00,,,5,4
2021-09-28 00:00:00+00:00,1.0,1.0,15,5
2021-09-29 00:00:00+00:00,,,2,2
2021-09-30 00:00:00+00:00,,,8,2
2021-10-01 00:00:00+00:00,,,6,6
2021-10-02 00:00:00+00:00,,,2,2
2021-10-03 00:00:00+00:00,,,3,1
2021-10-04 00:00:00+00:00,,,3,3
2021-10-05 00:00:00+00:00,1.0,1.0,8,6
2021-10-06 00:00:00+00:00,1.0,1.0,3,2
2021-10-07 00:00:00+00:00,1.0,1.0,5,1
2021-10-08 00:00:00+00:00,,,3,3
