time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-12-15 00:00:00+00:00,1.0,1.0,39,14
2021-12-16 00:00:00+00:00,1.0,1.0,17,11
2021-12-17 00:00:00+00:00,,,4,3
2021-12-18 00:00:00+00:00,,,2,2
2021-12-19 00:00:00+00:00,,,4,2
2021-12-20 00:00:00+00:00,,,4,4
2021-12-21 00:00:00+00:00,,,12,10
2021-12-22 00:00:00+00:00,2.0,1.0,6,6
2021-12-23 00:00:00+00:00,,,17,4
2021-12-24 00:00:00+00:00,,,9,5
2021-12-25 00:00:00+00:00,1.0,1.0,1,1
2021-12-26 00:00:00+00:00,,,7,6
2021-12-27 00:00:00+00:00,,,4,3
2021-12-28 00:00:00+00:00,,,25,5
