url_path,views_total,views_unique
/jgehrcke/github-repo-stats,119,76
/jgehrcke/github-repo-stats/wiki/Tutorial,25,18
/jgehrcke/github-repo-stats/search,9,3
/jgehrcke/github-repo-stats/issues,6,5
/jgehrcke/github-repo-stats/tree/main/resources,5,1
/jgehrcke/github-repo-stats/blob/main/entrypoint.sh,4,2
/jgehrcke/github-repo-stats/network/dependents,4,2
/jgehrcke/github-repo-stats/blob/main/analyze.py,4,1
/jgehrcke/github-repo-stats/blob/main/action.yml,3,1
/jgehrcke/github-repo-stats/pull/25,3,1
