time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-01-12 00:00:00+00:00,,,16,6
2022-01-13 00:00:00+00:00,,,6,5
2022-01-14 00:00:00+00:00,,,11,3
2022-01-15 00:00:00+00:00,1.0,1.0,2,2
2022-01-16 00:00:00+00:00,,,3,2
2022-01-17 00:00:00+00:00,3.0,2.0,9,6
2022-01-18 00:00:00+00:00,,,3,3
2022-01-19 00:00:00+00:00,,,12,7
2022-01-20 00:00:00+00:00,,,3,3
2022-01-21 00:00:00+00:00,,,1,1
2022-01-22 00:00:00+00:00,1.0,1.0,7,4
2022-01-23 00:00:00+00:00,,,1,1
2022-01-24 00:00:00+00:00,,,8,6
2022-01-25 00:00:00+00:00,2.0,1.0,10,7
