url_path,views_total,views_unique
/jgehrcke/github-repo-stats,129,74
/jgehrcke/github-repo-stats/pulls,3,2
/jgehrcke/github-repo-stats/actions,2,2
/jgehrcke/github-repo-stats/blob/5fefc527288995e2e7e35593db496451580f51db/analyze.py,2,2
/jgehrcke/github-repo-stats/blob/main/action.yml,2,2
/jgehrcke/github-repo-stats/blob/main/analyze.py,2,2
/jgehrcke/github-repo-stats/pulse,2,2
/jgehrcke/github-repo-stats/blob/main/fetch.py,2,1
/jgehrcke/github-repo-stats/tree/main/.github/workflows,2,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
