time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-03 00:00:00+00:00,,,12,5
2023-12-04 00:00:00+00:00,2.0,1.0,13,12
2023-12-05 00:00:00+00:00,2.0,2.0,11,7
2023-12-06 00:00:00+00:00,3.0,2.0,32,10
2023-12-07 00:00:00+00:00,1.0,1.0,17,8
2023-12-08 00:00:00+00:00,3.0,2.0,12,8
2023-12-09 00:00:00+00:00,1.0,1.0,5,3
2023-12-10 00:00:00+00:00,,,3,3
2023-12-11 00:00:00+00:00,2.0,1.0,10,7
2023-12-12 00:00:00+00:00,1.0,1.0,29,7
2023-12-13 00:00:00+00:00,2.0,1.0,39,11
2023-12-14 00:00:00+00:00,,,53,5
2023-12-15 00:00:00+00:00,2.0,1.0,16,8
2023-12-16 00:00:00+00:00,,,2,2
