time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-16 00:00:00+00:00,,,2,2
2023-12-17 00:00:00+00:00,,,10,2
2023-12-18 00:00:00+00:00,2.0,1.0,11,9
2023-12-19 00:00:00+00:00,,,12,6
2023-12-20 00:00:00+00:00,2.0,1.0,11,8
2023-12-21 00:00:00+00:00,,,8,5
2023-12-22 00:00:00+00:00,7.0,5.0,21,9
2023-12-23 00:00:00+00:00,2.0,2.0,18,4
2023-12-24 00:00:00+00:00,,,2,2
2023-12-25 00:00:00+00:00,3.0,2.0,28,2
2023-12-26 00:00:00+00:00,,,12,4
2023-12-27 00:00:00+00:00,2.0,1.0,2,2
2023-12-28 00:00:00+00:00,2.0,1.0,4,4
2023-12-29 00:00:00+00:00,3.0,2.0,2,2
