time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-28 00:00:00+00:00,2.0,2.0,19,7
2022-07-29 00:00:00+00:00,,,7,7
2022-07-30 00:00:00+00:00,1.0,1.0,4,3
2022-07-31 00:00:00+00:00,,,2,2
2022-08-01 00:00:00+00:00,3.0,3.0,6,4
2022-08-02 00:00:00+00:00,1.0,1.0,49,15
2022-08-03 00:00:00+00:00,1.0,1.0,17,7
2022-08-04 00:00:00+00:00,2.0,1.0,10,6
2022-08-05 00:00:00+00:00,,,21,8
2022-08-06 00:00:00+00:00,2.0,1.0,3,3
2022-08-07 00:00:00+00:00,,,10,8
2022-08-08 00:00:00+00:00,1.0,1.0,28,4
2022-08-09 00:00:00+00:00,1.0,1.0,52,12
2022-08-10 00:00:00+00:00,,,10,8
