url_path,views_total,views_unique
/jgehrcke/github-repo-stats,82,52
/jgehrcke/github-repo-stats/wiki/Tutorial,12,9
/jgehrcke/github-repo-stats/tree/main/.github/workflows,2,1
/jgehrcke/github-repo-stats/wiki,2,1
/jgehrcke/github-repo-stats/actions,1,1
/jgehrcke/github-repo-stats/blob/main/.github/workflows/prs.yml,1,1
/jgehrcke/github-repo-stats/blob/main/LICENSE,1,1
/jgehrcke/github-repo-stats/blob/main/tests/data/A/forks.csv,1,1
/jgehrcke/github-repo-stats/community,1,1
/jgehrcke/github-repo-stats/forks,1,1
